,id,size_bytes,currency,price,rating_count_tot,rating_count_ver,user_rating,user_rating_ver,ver,cont_rating,prime_genre,sup_devices.num,ipadSc_urls.num,lang.num,vpp_lic
328,347411942,47182848,USD,2.99,9405,1089,4,4.5,3.1.10,4+,Games,37,5,1,1
330,347418999,100048896,USD,1.99,2417,1366,4.5,4.5,6,4+,Health & Fitness,38,2,1,1
331,347803339,174839808,USD,0.99,2923,300,4.5,4.5,7.9.5,4+,Business,37,0,7,1
332,348530331,13725696,USD,2.99,8657,1468,3.5,4,3.0.8,9+,Entertainment,38,4,1,1
333,348543978,11369472,USD,0.99,70,1,2,1,2.2.0,4+,Photo & Video,37,4,5,1
335,348684697,155857920,USD,0,162,32,4,5,5.2.0,17+,News,37,5,2,1
337,349079731,38718464,USD,0.99,5,0,4,0,2.9.5,4+,Lifestyle,40,0,2,1
338,349276209,17879270,USD,0.99,12354,1428,4,4.5,3.1.0,12+,Games,47,0,1,1
339,349442137,96635904,USD,0,269,0,3,0,8.6.1,12+,Social Networking,37,0,1,1
340,350480010,8039424,USD,3.99,0,0,0,0,7.1,9+,Book,37,5,1,1
341,350642635,105379840,USD,0.99,426463,680,5,4,1.9.13,9+,Games,38,0,5,1
342,350962117,199585792,USD,0,7265,11,3.5,4,7.5.2,17+,Social Networking,37,5,2,1
343,351091731,244516864,USD,0,844,1,4,1,9.2.4,17+,Lifestyle,37,5,2,1
344,351184863,123450368,USD,0,101,1,4,5,7.1.0,12+,Entertainment,37,5,1,1
345,351331194,157625344,USD,0,34428,23,4.5,4,5.8.0,17+,Social Networking,37,4,30,1
346,351707231,75612160,USD,1.99,36946,152,4.5,4,1.11.0,4+,Games,38,5,3,1
347,351727428,68153344,USD,0,21090,1325,4.5,5,7.1.0,4+,Finance,37,4,1,1
348,351939099,84469760,USD,2.99,653,8,4.5,4.5,3.4.2,12+,Games,37,1,31,1
349,351986992,100368384,USD,3.99,1118,29,4.5,5,3.5.3,4+,Education,37,5,29,1
350,352000376,7344128,USD,1.99,348,33,4,4,1.5.4,4+,Productivity,40,0,1,0
351,352041837,25097281,USD,1.99,207,50,3.5,3,3.0.3,9+,Utilities,40,0,34,1
352,352199775,43439104,USD,0,5000,23,4.5,4.5,2.5.11,12+,Health & Fitness,37,5,10,1
353,352247139,83851264,USD,3.99,15188,272,4.5,4,5.3,12+,Health & Fitness,37,0,2,1
354,352509417,118980608,USD,0,18572,307,4.5,4.5,3.8.2,12+,News,37,3,1,1
355,352670055,76394496,USD,4.99,6403,491,4.5,4.5,2.1,4+,Games,43,5,1,1
356,352683833,127382528,USD,0,417779,914,4.5,4.5,17.7,12+,Shopping,37,4,10,1
357,353372460,48819200,USD,4.99,9,1,5,5,9.2,12+,Education,38,5,5,1
358,353573707,30977024,USD,0.99,107,0,2.5,0,1.1.5,4+,Entertainment,37,5,1,1
359,353603279,8073209,USD,1.99,72,72,2,2,1,4+,Lifestyle,47,0,1,1
360,353642901,15676416,USD,2.99,2044,10,3.5,3,5.4,9+,Games,37,5,1,1
361,353665650,81876992,USD,0,16683,21,3.5,2.5,5.5,4+,Sports,37,5,2,1
362,354051766,48700821,USD,0.99,1455,1450,3,3,1,12+,Games,47,0,1,1
364,354655665,581353472,USD,4.99,15056,751,4,4,1.00.12,17+,Games,40,0,3,1
365,354850853,9906176,USD,0.99,249,5,4.5,4.5,1.5.5,4+,Photo & Video,37,0,1,1
366,354972939,114843648,USD,7.99,6091,75,4,3.5,1.1.2,9+,Games,38,3,8,1
367,354974729,199450624,USD,7.99,2754,55,4,2.5,1.1.1,9+,Games,38,5,6,1
369,355524910,529755136,USD,4.99,9870,12,4.5,4.5,1.25,12+,Games,40,5,1,1
370,355554941,70516736,USD,0,82602,13,4,4.5,7.6,9+,Music,37,5,23,1
371,355709084,147066880,USD,7.99,0,0,0,0,2.8,4+,Travel,40,5,1,1
372,355940964,90241024,USD,1.99,762,5,4,5,4.0.2,4+,Education,37,5,1,1
373,356618664,174268416,USD,1.99,160,2,4,3,2.0.2,4+,Education,37,5,1,1
374,356968629,0,9,0,3,0,6.14.0,17+,Shopping,37,0,1,1,,
375,357218860,151864320,USD,0,260965,228,4,3,11.21.0,12+,Social Networking,37,0,14,0
376,357404131,4466688,USD,1.99,2305,100,4,5,4,4+,Photo & Video,37,5,4,1
377,357421934,35478528,USD,4.99,137,21,4,5,3.0.7,4+,Travel,37,3,10,1
379,357467791,31869952,USD,0,11999,233,4,4.5,3.9.5,4+,Entertainment,37,4,1,1
380,357577420,21771264,USD,1.99,1995,148,4.5,4.5,6.5,12+,Photo & Video,38,5,14,1
381,357828853,103049216,USD,2.99,35045,250,4.5,4.5,3.1.2,4+,Music,37,0,6,1
382,358055270,40586240,USD,0.99,343,15,4,4.5,2.5,4+,Entertainment,38,0,30,1
383,358207332,220397568,USD,1.99,1824,113,4,4,2.5.1,4+,Entertainment,24,5,22,1
385,359891723,69057536,USD,0,39642,492,4,4,5.5.3,4+,Sports,37,5,1,1
386,359917414,101943296,USD,0,679055,9673,4.5,4.5,4.11.2,4+,Games,38,4,11,1
388,360593530,122235904,USD,9.99,17594,143,4,4,6.5.2,4+,Productivity,37,5,14,1
390,361231506,151954432,USD,1.99,3531,177,4,4.5,2.5,4+,Games,38,5,1,1
391,362179828,138047488,USD,3.99,1080,5,3.5,2.5,4,4+,Education,37,5,1,1
392,362348516,105982976,USD,0,11421,57,4,2.5,5.21.1,4+,Finance,37,4,1,1
393,362949845,104590336,USD,1.99,698516,132,4.5,4,2.3.9,4+,Games,38,5,13,1
395,363201632,32051200,USD,3.99,4497,448,4,4,1.14.3,12+,Entertainment,24,5,1,1
396,363282253,225859584,USD,0.99,163598,503,5,4,1.9.12,9+,Games,24,5,5,1
397,363306776,229992448,USD,9.99,39678,114,3.5,3.5,5.19.0,4+,Games,24,5,6,1
398,363317633,32604160,USD,8.99,1809,52,4.5,3.5,3.2.5,4+,Productivity,24,5,1,1
399,363360636,22948864,USD,4.99,624,20,3.5,3.5,9.0.1,4+,Navigation,37,1,1,1
400,363448251,2.99,3761,596,4.5,4.5,4.3,4+,Photo & Video,40,5,1,1,,
401,363451838,32083968,USD,3.99,353,8,4,3.5,3,12+,Weather,24,5,1,1
402,363486802,150221824,USD,4.99,6503,60,4.5,5,7.2.3,4+,Education,24,5,12,1
403,363486833,30270464,USD,0.99,71,3,3,4.5,5.3,4+,Games,37,2,4,1
404,363590051,125016064,USD,0,308844,139,3.5,3,9.21.3,4+,Entertainment,37,5,20,1
405,363738376,35717120,USD,9.99,3909,36,4.5,5,10.2.5,4+,Music,24,5,14,1
406,363992049,31955968,USD,2.99,308,0,4.5,0,9.11,12+,Utilities,40,5,7,1
407,363998953,44099584,USD,9.99,11156,8,4.5,2.5,3.2.6,4+,Productivity,24,5,1,1
408,364017607,34310144,USD,4.99,8542,543,4.5,5,5.98,4+,Photo & Video,26,5,1,1
409,364159440,35602607,USD,4.99,5853,3860,3.5,4,1.3.3,17+,Games,26,4,1,1
410,364165557,234123264,USD,1.99,1506,198,4,4.5,2.5.1,9+,Games,26,5,6,1
411,364183992,133874688,USD,0,1649,1,3.5,5,7.2.8,4+,Social Networking,37,0,3,1
412,364191819,85724160,USD,0,78890,449,3,3.5,5.0.14,12+,Entertainment,37,5,1,0
413,364204209,219693056,USD,3.99,2147,23,4,5,1.3.177598,9+,Games,24,5,1,1
414,364234221,176164864,USD,0,89110,114,4.5,4,7.4.0,4+,Games,24,5,10,1
415,364252504,59101184,USD,0,208648,25664,4,4.5,4.5.1,4+,Weather,24,4,1,1
416,364267763,10907191,USD,1.99,856,38,2.5,3.5,1.2,12+,Entertainment,26,3,1,1
417,364500115,4177920,USD,3.99,7825,828,4.5,4.5,2.2.1,4+,Productivity,43,5,1,1
418,364502063,62978048,USD,9.99,7033,119,4,4.5,8.3,4+,Business,37,5,11,1
422,364733950,66138112,USD,1.99,4255,209,4,2,4.1.1,4+,Reference,38,5,1,1
423,364738545,68073472,USD,5.99,3230,5,4.5,4,9.7,4+,Utilities,37,5,7,1
424,364740856,165748736,USD,0,54175,10176,4.5,4.5,4,4+,Reference,24,5,9,1
425,364762290,33857536,USD,4.99,308,8,4,4.5,4.5,4+,Education,24,5,1,1
426,364899325,22763520,USD,0.99,2602,71,3,4.5,2,9+,Games,37,4,1,1
427,364901807,107259904,USD,0,29110,324,4.5,4.5,6,17+,Productivity,37,5,9,1
428,364904019,73224192,USD,1.99,273,8,3.5,4.5,1.2.3,4+,Reference,26,5,1,1
429,365152940,45182976,USD,0,15654,24,4.5,4.5,6.2.1,4+,Photo & Video,37,5,2,1
431,365235835,16292864,USD,0,189,0,2.5,0,4.169,12+,Entertainment,37,1,9,1
432,365724094,24851456,USD,0.99,829,16,4.5,4.5,1.6.5,4+,Navigation,24,0,7,1
433,366195670,58463232,USD,8.99,663,5,5,4,3.14.1,4+,Photo & Video,37,5,1,1
434,366247306,71002112,USD,0,359832,17119,4.5,5,5.4,4+,Games,40,5,7,1
436,366562751,112609280,USD,0,9011,49,3.5,4,6.5.2,4+,Entertainment,37,5,6,1
437,366626332,149536768,USD,4.99,17667,14,4.5,4,7.3,4+,Health & Fitness,37,0,15,1
438,366869252,39844864,USD,0,65450,2721,4,4.5,3.6.4,4+,Book,37,5,18,1
440,367003839,105609216,USD,0,31261,374,4.5,4.5,14.4,4+,Travel,37,5,40,1
441,367242040,14160896,USD,0.99,9885,10,4,4,1.6.1,4+,Games,40,0,1,1
442,367287593,112515072,USD,0,11091,415,3,4.5,4.1.11,4+,Entertainment,37,0,6,1
443,367623543,64705536,USD,0,132703,394,4,3,2.6,4+,News,37,5,1,0
444,367706767,37161984,USD,4.99,286,25,2.5,5,2.0.100,4+,Travel,24,5,1,0
446,368494609,54776832,USD,0,12683,108,4,4,5.9.2,12+,Utilities,38,0,29,1
448,368677368,283852800,USD,0,49466,150,3,2,3.247.2,4+,Travel,37,4,41,1
450,368948250,101923840,USD,0,168,0,4,0,6.2,4+,Productivity,37,5,2,1
451,369111608,40479744,USD,6.99,114,0,4,0,3.4.4,17+,Book,24,5,3,1
452,369266386,10612736,USD,2.99,2798,357,4.5,4.5,4.2,4+,Weather,24,5,1,1
453,369692259,94592000,USD,0,62,0,3.5,0,4.3.7,4+,Entertainment,37,5,1,1
455,369820957,33213440,USD,9.99,1756,53,4,5,6.3,4+,Business,37,4,5,1
456,369838631,37140480,USD,3.99,511,57,4.5,4.5,3.1,4+,Health & Fitness,37,5,1,1
457,369849199,144180224,USD,0.99,2609,9,3.5,4.5,3.62,17+,Games,40,5,1,1
458,369970819,0,354,215,1.5,1,1.01,4+,Social Networking,43,0,1,1,,
459,370139302,119812096,USD,0,1750,19,3.5,5,7.4.1,17+,Utilities,38,0,1,1
460,370144476,25137152,USD,1.99,1121,209,4.5,4.5,1.7,9+,Games,43,5,1,1
462,370406465,65074176,USD,0,339,7,4.5,4.5,4.0.1,4+,Sports,38,0,1,1
464,370697773,34950144,USD,0,34322,3167,4.5,4.5,3.62,4+,Finance,24,5,1,1
465,370899391,19054592,USD,1.99,162,17,4.5,4.5,2.8.1,4+,Productivity,38,3,3,1
466,370901726,83575808,USD,0,8,1,3,1,6.5,4+,Utilities,37,3,1,1
467,371338715,14602240,USD,2.99,4386,444,4.5,4.5,1.7,4+,Education,43,5,1,1
469,372283316,61595648,USD,4.99,5397,476,5,5,5.4,4+,Games,40,5,7,1
470,372513032,134848512,USD,0,75412,66,4.5,4.5,4.1.219400,17+,Social Networking,37,5,18,1
471,372648912,133956608,USD,0,97072,143,4,3.5,12.1.1.0,17+,Social Networking,37,0,18,1
472,373185673,17613824,USD,0,9142,22,3.5,4,3.5,12+,Health & Fitness,26,5,1,1
473,373203236,35975168,USD,1.99,1957,958,4.5,4.5,2.2,4+,Games,40,5,1,1
474,373236724,127020032,USD,4.99,2944,40,4,4.5,3.3,17+,Entertainment,24,5,29,1
475,373311252,27962368,USD,1.99,588,54,4,4,4.0.1,4+,Photo & Video,37,0,14,1
476,373342398,14824448,USD,1.99,40552,238,4.5,4.5,1.26.1,4+,Games,40,3,1,1
477,373454750,0.99,1267,0,4.5,0,10.6.3,4+,Finance,38,0,3,1,,
478,373493387,19371008,USD,24.99,753,12,4,4.5,2.0.30,4+,Education,37,5,1,1
479,373515261,59475968,USD,2.99,725,26,4,4.5,4.4.2,4+,Weather,24,5,13,1
480,373563219,3.99,45,12,4.5,4.5,5.1,12+,Education,38,5,1,1,,
481,373714084,227403527,USD,0.99,14910,1003,4,4.5,1.5.7,12+,Games,45,5,1,1
482,373849969,75254654,USD,2.99,3064,1428,3.5,3.5,1.0.5,9+,Games,47,0,1,1
483,373903654,23879680,USD,0,12074,43,2.5,1.5,4.6.7,17+,News,24,5,1,1
485,374151636,4893696,USD,4.99,336,2,4,3,2.3,4+,Productivity,37,5,1,1
486,374211477,109620224,USD,9.99,6257,15,4,4,5,4+,Productivity,37,5,11,1
488,374308914,18752512,USD,1.99,2445,41,4.5,5,3.6.1,4+,Photo & Video,24,5,1,1
489,374791544,52117504,USD,0.99,22150,1141,4,4.5,3.4,9+,Games,43,5,1,1
490,375239755,31358976,USD,0,23530,7,4,2.5,6.8.9,17+,Social Networking,37,0,25,1
491,375295479,359192576,USD,9.99,10846,91,4.5,4.5,4.28,4+,Games,38,5,2,1
492,375380948,70782976,USD,0,55171,187,3.5,3.5,4.2,4+,Shopping,37,5,21,1
493,376183339,84056064,USD,0,5782,149,3.5,3.5,3.0.4,12+,Education,37,5,22,1
494,376197239,124090368,USD,0,24,2,3.5,5,5.7.1150,4+,Weather,37,4,3,1
495,376202925,137866240,USD,0,17,0,3.5,0,11.0.1,4+,Finance,37,5,1,1
496,376374689,1.99,35759,64,4.5,4,3.0.19,12+,Games,40,0,13,1,,
497,376412660,304654336,USD,2.99,18306,186,4,4.5,1.7.0,12+,Games,37,5,4,1
498,376413870,0,13567,2625,2,1.5,4.1.2,4+,Education,40,5,14,1,,
499,376436174,60380160,USD,1.99,240,2,3,4.5,5.2.135,4+,Sports,37,5,1,1
500,376510438,99568640,USD,0,56170,1264,2,2,4.10.1,12+,Entertainment,37,5,2,1
501,376561911,61272064,USD,3.99,19,0,4.5,0,1.9.3,4+,Education,24,5,2,1
503,377321278,41207059,USD,0,0,0,0,0,2.1.0,4+,Navigation,39,5,1,1
504,377342622,7954432,USD,1.99,10463,193,4.5,3.5,4.4.3,4+,Photo & Video,38,5,3,1
507,377677727,7876608,USD,0,1255,432,4.5,4.5,3.2,12+,Lifestyle,38,5,1,1
508,377704407,99558400,USD,0.99,5803,10,4,4,1.21,4+,Games,37,5,1,1
509,377831429,16857290,USD,1.99,227,225,4,4,1,9+,Games,26,5,1,1
510,377908737,111196160,USD,9.99,342,2,3.5,4,10.4.3,4+,Navigation,37,0,5,1
511,377989827,36705280,USD,2.99,7578,67,4.5,5,10,4+,Photo & Video,37,5,1,1
512,378326916,79312792,USD,6.99,1156,951,3.5,3.5,1.0.1,4+,Games,26,5,1,1
513,378352300,127939584,USD,0,7197,0,3.5,0,5.9.2,4+,Education,37,4,4,1
515,378781805,44349440,USD,2.99,5,0,3,0,4.0.3,4+,Entertainment,37,4,3,1
516,378782714,1178477568,USD,0.99,3432,0,3,0,1.8,4+,Games,38,5,10,1
517,379256460,3.99,0,0,0,0,5.1,4+,Education,37,0,1,1,,
518,379323382,41772032,USD,4.99,24306,6,4.5,5,2.4.1,4+,Games,24,5,9,1
519,379395415,144488448,USD,0,312,0,3.5,0,7.4.1,17+,Travel,37,5,1,1
520,379693831,81558528,USD,0,105274,1774,4.5,4.5,2.23,4+,Book,37,5,5,1
521,379869627,169009152,USD,2.99,25475,71,4.5,4,3.82,4+,Utilities,37,4,11,1
522,379937581,62373888,USD,0.99,8718,381,4,4.5,2.1.0,4+,Games,43,5,1,1
523,379983299,75417600,USD,0,29492,51,3.5,4,3.3,4+,Entertainment,24,5,13,1
524,380090605,175157248,USD,4.99,12787,12,4.5,4.5,1.71,4+,Entertainment,38,5,1,1
525,380641055,28118016,USD,4.99,2237,41,4,3.5,6.1.1,17+,Utilities,24,5,2,1
526,380834987,15759360,USD,0.99,108,74,4,4.5,2.4,4+,Utilities,40,3,1,1
527,380908399,109270016,USD,0,25403,1598,4.5,4.5,8.9.6,12+,Music,37,4,9,1
528,380932800,59411456,USD,0,210,4,3.5,4.5,3.3.4,4+,Lifestyle,37,5,1,1
529,380974668,138755072,USD,0,169,16,4,4.5,4.2.7,4+,Shopping,37,5,5,1
530,381059732,81845248,USD,1.99,7447,18,4.5,4.5,10.2.1,4+,Productivity,37,0,29,1
531,381342267,132377600,USD,2.99,12833,282,4.5,4.5,2.7,4+,Education,40,5,1,1
532,381471023,0,130450,1010,5,4.5,2.1.2,4+,Utilities,40,0,22,1,,
533,381477230,191410176,USD,4.99,6,0,4,0,2.09,4+,Games,38,5,1,1
535,381722077,81773568,USD,0,1111,0,1.5,0,6.1,4+,Lifestyle,37,4,12,1
536,382002079,113814528,USD,0,3194,18,4.5,4.5,10.12,12+,Sports,37,5,13,1
537,382013715,27815936,USD,1.99,1399,24,2.5,2.5,4.3,4+,Business,43,0,7,1
538,382045106,44402688,USD,3.99,10,0,4.5,0,5.4,17+,Health & Fitness,37,0,1,1
540,382201985,0,1990,0,4.5,0,8.6.5,17+,Utilities,38,0,1,1,,
541,382497397,113119232,USD,0,8149,173,4,4.5,17.4,4+,Shopping,37,5,1,1
542,382509315,55986176,USD,4.99,29376,11,4.5,5,2.7.4.1,4+,Business,24,5,11,1
543,382596778,63022080,USD,0,74,3,4.5,5,7.5.2,4+,Shopping,37,4,1,1
544,382617920,129657856,USD,0,164249,206,4.5,4.5,6.9.0,4+,Social Networking,37,5,32,1
546,382991304,33989632,USD,2.99,14605,23,4.5,5,2.4.1,4+,Games,37,0,9,1
547,383298204,74822656,USD,0,130823,29363,4.5,5,5.1.4,4+,Shopping,37,4,2,1
548,383718755,3462144,USD,0.99,486,25,4.5,4,2.0.1,4+,Entertainment,37,5,9,1
549,383819300,3462266,USD,0.99,8946,1776,4.5,4.5,1.9,4+,Music,43,0,1,1
551,384282298,51794944,USD,0.99,1993,36,4,4,1.9.4,4+,Games,40,5,7,1
552,384830320,154507264,USD,0,43877,80,4.5,4.5,13.7.1,4+,Social Networking,37,0,13,1
553,385145330,72586240,USD,0.99,2377,5,4.5,5,3.5,4+,Photo & Video,37,5,1,1
554,385285922,0,1590,6,4.5,5,7.1,17+,Entertainment,38,0,2,1,,
555,385533456,19534848,USD,0.99,2070,16,4,4.5,1.7,4+,Games,37,5,1,1
556,385724144,0,9,0,4,0,4.14.1,4+,Lifestyle,37,0,1,1,,
557,385756768,108836864,USD,3.99,11530,81,4.5,4.5,7.1.3,4+,Reference,37,0,1,1
558,385919493,89219072,USD,0,194,0,4,0,8.0.6,17+,Lifestyle,37,0,2,1
559,385957032,83138560,USD,0,200,0,3.5,0,6.3,4+,Business,37,0,1,1
560,386098453,104387584,USD,0,16772,293,4.5,3,4.0.0,4+,Social Networking,24,4,3,1
561,386239683,77139968,USD,0.99,9,7,4,4.5,1.4.3,4+,Games,43,5,5,1
562,386241770,28566528,USD,0.99,2113,20,3.5,2.5,1.5.4,4+,Games,40,5,1,1
563,386505750,7990272,USD,0,794,8,4,3.5,3.5.1,12+,News,37,5,1,1
565,386592716,122979328,USD,0,8939,15,4,1.5,17.1,4+,Lifestyle,37,5,29,1
566,387109554,32918528,USD,0,308,0,3.5,0,6.9.8,17+,Utilities,37,0,1,1
567,387310377,4034560,USD,0,5,1,2,1,3.0.2,4+,Education,38,0,2,1
568,387428400,624107810,USD,0.99,326482,177050,5,5,1.4.1,12+,Games,43,5,13,1
569,387682726,0,3801,6,4,4,6.7.2,4+,Shopping,37,1,1,1,,
570,387893495,123541504,USD,0,209,1,3.5,5,2.2.1,4+,Games,37,5,1,1
571,388130466,27619328,USD,0.99,33868,463,4.5,4.5,1.5.4,4+,Games,43,0,1,1
573,388336485,0.99,13741,58,3.5,2.5,4.6,9+,Entertainment,43,4,1,1,,
574,388389451,100551680,USD,0,18418,706,4.5,5,9.2.1,4+,Reference,37,5,16,1
575,388459613,209295360,USD,4.99,21,0,1.5,0,4.0.5,4+,Health & Fitness,37,5,1,1
576,388462078,270729216,USD,4.99,1588,6,3.5,4.5,1.2.1,4+,Games,37,5,7,1
577,388491656,140803072,USD,0,8094,191,3,2.5,4.2.2,4+,Travel,37,0,1,1
578,388497605,17235968,USD,0,1652,202,3,2.5,3.0.0,4+,Utilities,38,1,32,1
579,388624839,98450432,USD,0.99,5482,25,4.5,4.5,4.4.2,4+,Productivity,37,0,14,1
580,388633565,685733888,USD,13.99,611,186,4.5,4.5,6,12+,Medical,37,5,1,1
581,388838723,64041984,USD,0,26697,3109,4.5,4.5,4.1.1,4+,Utilities,37,5,1,1
582,388932995,106115072,USD,0,317,0,4,0,7.9.9,17+,Lifestyle,38,0,1,1
583,389204861,444821504,USD,4.99,14202,638,3.5,3.5,1.1.83,12+,Games,40,5,10,1
585,389359495,106445824,USD,0,2064,2,2.5,4,3.9.5,4+,Education,37,5,32,1
586,389481236,0,746,1,4.5,5,6.7.8,4+,Utilities,40,0,1,1,,
587,389543438,30711808,USD,0.99,0,0,0,0,1.2,12+,Entertainment,40,5,1,1
588,389638243,59248640,USD,0,52642,16,3.5,3.5,5.9,17+,Social Networking,37,5,31,1
589,389781154,131428352,USD,0,27317,2,2.5,5,14.1.4,4+,Sports,37,1,1,1
590,389784247,40472576,USD,4.99,76,2,4,1,3.0.4,4+,Education,37,5,5,1
591,389801252,113954816,USD,0,2161558,1289,4.5,4,10.23,12+,Photo & Video,37,0,29,1
592,390017969,32130048,USD,4.99,2554,93,4.5,3.5,2.4.2,4+,Productivity,37,5,17,1
593,390109631,35359744,USD,0.99,1058,3,3.5,3.5,1.5,4+,Games,37,3,1,1
594,390422167,812010496,USD,1.99,10382,281,4,3.5,4.6.2,4+,Games,24,5,6,1
595,390523040,0.99,1428,1417,3.5,3.5,1.0.0,4+,Games,47,0,1,1,,
597,390577714,92392448,USD,0,3134,160,2.5,3,2.6.041,4+,Entertainment,24,4,1,1
598,391071343,64325632,USD,0,596,0,2.5,0,6.1.55,4+,Entertainment,24,5,3,1
599,391297152,511094784,USD,4.99,4378,251,4.5,4.5,3,9+,Games,43,5,1,1
600,391304000,25960448,USD,4.99,280,12,4,4,4.1.4,4+,Navigation,37,0,6,1
601,391432693,58826752,USD,4.99,1045,2,4,2.5,2.1.11,4+,Entertainment,24,5,7,1
602,391767653,25309184,USD,0,1110,31,4.5,3.5,5.4.4,17+,Utilities,38,0,31,1
603,391855805,39446528,USD,4.99,11154,1862,4.5,5,3.2.1,4+,Games,38,5,3,1
604,391947489,24419328,USD,0,0,0,0,0,2.7.1,4+,Medical,38,0,3,1
605,391965015,209245184,USD,0,258,0,2,0,4.0.3.005,17+,Finance,37,0,1,1
606,392084834,106458112,USD,0.99,44567,202,4.5,4.5,5.2.1,4+,Games,38,4,1,1
607,392186427,116247552,USD,0,3818,69,2.5,1.5,4.1.2,4+,Sports,37,1,1,0
608,392188745,117406720,USD,9.99,7562,9,4.5,4,11.9.6,4+,Productivity,24,5,7,1
609,392198579,36942848,USD,2.99,120,12,4.5,4.5,2.6.1,4+,Book,37,4,1,1
611,392252535,56954817,USD,4.99,206,128,3,3.5,2.0.0,4+,Games,47,5,1,1
612,392408028,10432512,USD,4.99,1755,83,4.5,4.5,2.2.2,17+,Food & Drink,24,5,16,1
613,392538848,29494272,USD,1.99,1037,95,4.5,4.5,4,4+,Photo & Video,37,5,13,1
614,392788790,124710912,USD,2.99,4755,132,4,3.5,1.5,9+,Games,38,5,1,1
615,392790924,46872576,USD,0,825,28,3.5,4,4.0.05066,4+,Business,40,1,1,1
616,392796698,66864128,USD,0,28260,294,4.5,4.5,5.9.0,4+,Social Networking,37,1,14,1
617,392899425,154910720,USD,0,306,1,3.5,1,5.3.0,12+,Finance,37,0,2,1
618,392915994,97562624,USD,0,32527,4411,4.5,4,1.7.6,4+,Games,43,5,1,1
619,392988420,70325248,USD,0,103655,39452,5,5,3.9.0,4+,Shopping,37,4,1,1
620,393313223,98820096,USD,6.99,15981,440,4.5,4.5,5.4.11,4+,Productivity,37,5,9,1
621,393328150,147001344,USD,0,15593,301,4.5,5,17.3,4+,Shopping,37,0,1,1
623,393670998,2.99,206,2,4,3.5,8.2.1,17+,Reference,37,5,3,1,,
624,393765873,235160576,USD,0,786,0,3.5,0,8.5.0,17+,Entertainment,38,0,2,1
626,393989284,26029056,USD,1.99,1207,2,4.5,4.5,2.3,4+,Education,37,5,1,1
627,394057299,275481600,USD,2.99,6879,54,4.5,4.5,1.6,9+,Games,38,5,1,1
628,394075284,145140736,USD,0,5683,7,4,4.5,5,12+,Entertainment,24,5,1,1
629,394342281,3174400,USD,0.99,0,0,0,0,1.5.0,4+,Social Networking,43,0,2,1
630,394732447,1269152768,USD,4.99,5059,20,4,3.5,1.3.10,4+,Games,37,5,8,1
631,395042892,189514752,USD,4.99,10158,475,4.5,4.5,5.72,4+,Health & Fitness,37,0,31,1
632,395096736,131723264,USD,0,291,0,4,0,4.10.12,17+,Travel,37,5,1,1
633,395148744,8069120,USD,1.99,31,15,3,3,3.5,4+,Weather,43,0,1,1
634,395545555,129167360,USD,0,35981,237,4,4,3.4.1,12+,Shopping,37,0,1,1
635,395627741,0.99,14493,384,4.5,4.5,1.2.81,12+,Games,40,5,1,1,,
636,395680819,39790592,USD,2.99,853,11,4,5,2.84,17+,Entertainment,40,0,11,1
637,395893124,68668416,USD,0,990,4,3,2,5.5.2,12+,Entertainment,24,4,1,1
638,395898626,0,676,0,3,0,6.3.3,12+,Entertainment,37,0,1,1,,
639,395979574,91588608,USD,0,128739,5515,4.5,4.5,3.4.0,4+,Games,38,5,3,1
640,396082453,71177216,USD,2.99,1556,25,4.5,5,4.7.0,4+,Utilities,38,5,11,1
641,396085661,191455232,USD,4.99,12331,11,4.5,4.5,2.09,4+,Games,38,5,5,1
643,396224808,35518464,USD,3.99,22,1,4.5,5,5.0.1,4+,Education,37,5,2,1
644,396669943,29303808,USD,0.99,6527,15,4,4,1.65,12+,Games,37,5,1,1
646,396837225,42482779,USD,0.99,13049,1180,4.5,4.5,111,12+,Games,43,0,1,1
647,396885309,92997632,USD,0,3692,27,3.5,2,6.0.5,12+,News,37,5,1,1
648,397049430,88879104,USD,2.99,41446,566,4.5,4.5,2,4+,Games,43,5,1,1
649,397533889,23296000,USD,0,8221,0,4.5,0,3.0.3,4+,Shopping,37,0,1,1
650,397836467,50085888,USD,0.99,36190,221,4.5,4,1.27.3,4+,Games,43,4,1,1
651,397951063,83214336,USD,0.99,14491,304,4.5,4.5,1.3.6,4+,Games,40,5,1,1
653,398129933,84945920,USD,0,99244,1760,4.5,4.5,4.7.2,4+,Utilities,38,5,11,1
654,398166286,0,0,0,0,0,2.1.2,17+,Social Networking,43,0,1,1,,
656,398329664,710486016,USD,0,75714,481,4,4.5,6.6.1,4+,Games,24,5,1,1
657,398348506,22577152,USD,0.99,35161,1316,4.5,4,1.4.4,9+,Games,43,0,1,1
659,398436747,48590848,USD,0,11875,73,4.5,4.5,4.981,4+,Health & Fitness,37,0,1,1
660,398453262,0,122,0,2.5,0,5.5.9,17+,Finance,37,0,1,1,,
661,398596699,85515264,USD,0,1083,36,2,2.5,3.6.0,17+,Lifestyle,37,0,4,1
662,398687544,1319796736,USD,2.99,1575,104,3.5,4,1.3.4,12+,Games,38,5,1,1
663,398860966,165394432,USD,1.99,24,7,3.5,4,1.0.3,4+,Games,37,5,8,1
665,398954883,56609792,USD,0,53,0,4,0,3.4.7,4+,Weather,37,5,2,1
666,398975927,195406848,USD,2.99,739,145,3.5,4,1.3.9,4+,Games,40,5,1,1
